Value,Row,Column
1239.655924,3,64
1239.572833,3,65
1239.428193,3,66
1239.15656,3,67
1238.800227,3,68
1238.406184,3,69
1238.025399,3,70
1237.702884,3,71
1237.478601,3,72
1237.383097,3,73
1237.421038,3,74
1237.59147,3,75
1237.832209,3,76
1238.075746,3,77
1238.255664,3,78
1238.290733,3,79
1238.254921,3,80
1238.200871,3,81
1238.088183,3,82
1237.854536,3,83
1237.439747,3,84
1236.773534,3,85
1235.742579,3,86
1234.280096,3,87
1232.866349,3,88
1231.998939,3,89
1231.687956,3,90
1231.930478,3,91
1232.605802,3,92
1233.663799,3,93
1235.088349,3,94
1236.945877,3,95
1238.501481,3,96
1239.072684,3,97
1239.106565,3,98
1239.017612,3,99
1238.935542,3,100
1238.917033,3,101
1238.945461,3,102
1239.000947,3,103
1239.073854,3,104
1239.168797,3,105
1239.290394,3,106
1239.42827,3,107
1239.516708,3,108
1239.460138,3,109
1239.257471,3,110
1238.878925,3,111
1238.446051,3,112
1238.07806,3,113
1237.754116,3,114
1237.460931,3,115
1237.197279,3,116
1236.932538,3,117
1236.732946,3,118
1236.573421,3,119
1236.529968,3,120
1236.622628,3,121
1236.80986,3,122
1237.077515,3,123
1237.329794,3,124
1237.451851,3,125
1237.470236,3,126
1237.284699,3,127
1237.009688,3,128
1236.66893,3,129
1236.375088,3,130
1236.227724,3,131
1236.202683,3,132
1236.209668,3,133
1236.174837,3,134
1235.841156,3,135
1235.399577,3,136
1234.920649,3,137
1234.49986,3,138
1234.250168,3,139
1234.149795,3,140
1234.22645,3,141
1234.433932,3,142
1234.828452,3,143
1235.256728,3,144
1235.632206,3,145
1235.809932,3,146
1235.615335,3,147
1235.227943,3,148
1234.739454,3,149
1234.293946,3,150
1233.733162,3,151
1233.287862,3,152
1232.957656,3,153
1232.734307,3,154
1232.645934,3,155
1232.697162,3,156
1232.911297,3,157
1233.113314,3,158
1233.142584,3,159
1233.046991,3,160
1232.877809,3,161
1232.669864,3,162
1232.434115,3,163
1232.162856,3,164
1231.875491,3,165
1231.706344,3,166
1231.946962,3,167
1232.410566,3,168
1232.984579,3,169
1233.545539,3,170
1233.894595,3,171
1234.126594,3,172
1234.301717,3,173
1234.581946,3,174
1235.163943,3,175
1235.881393,3,176
1236.620006,3,177
1237.283307,3,178
1237.813382,3,179
1238.153032,3,180
1238.28761,3,181
1238.209984,3,182
1237.945572,3,183
1237.563492,3,184
1237.13604,3,185
1236.699057,3,186
1236.273724,3,187
1235.837027,3,188
1235.3453,3,189
1234.617892,3,190
1233.457045,3,191
1232.218751,3,192
1231.273911,3,193
1230.773798,3,194
1230.914453,3,195
1231.352718,3,196
1246.177546,4,0
1245.788068,4,1
1245.410977,4,2
1245.147259,4,3
1245.047683,4,4
1245.184269,4,5
1245.49383,4,6
1245.788865,4,7
1245.971487,4,8
1245.934032,4,9
1245.864251,4,10
1245.964144,4,11
1246.141476,4,12
1246.266527,4,13
1246.307359,4,14
1246.281872,4,15
1246.144764,4,16
1245.910931,4,17
1245.667504,4,18
1245.522548,4,19
1245.531328,4,20
1245.727783,4,21
1246.07051,4,22
1246.507453,4,23
1246.855319,4,24
1246.954465,4,25
1246.821212,4,26
1246.49129,4,27
1246.026713,4,28
1245.48686,4,29
1244.90038,4,30
1244.339709,4,31
1243.808817,4,32
1243.352446,4,33
1243.034632,4,34
1242.87927,4,35
1242.820273,4,36
1242.763668,4,37
1242.661914,4,38
1242.477831,4,39
1242.28974,4,40
1242.170481,4,41
1242.122949,4,42
1242.139413,4,43
1242.225872,4,44
1242.368695,4,45
1242.507942,4,46
1242.549453,4,47
1242.583845,4,48
1242.696888,4,49
1242.881021,4,50
1243.156168,4,51
1243.36463,4,52
1243.385375,4,53
1243.21374,4,54
1242.864114,4,55
1242.396418,4,56
1241.853076,4,57
1241.27922,4,58
1240.688367,4,59
1240.152576,4,60
1239.712131,4,61
1239.403255,4,62
1239.233485,4,63
1239.157113,4,64
1239.103969,4,65
1238.998411,4,66
1238.759461,4,67
1238.434668,4,68
1238.061683,4,69
1237.709327,4,70
1237.377296,4,71
1237.155314,4,72
1237.060144,4,73
1237.1059,4,74
1237.291825,4,75
1237.548009,4,76
1237.777187,4,77
1237.956764,4,78
1237.955076,4,79
1237.905589,4,80
1237.847289,4,81
1237.757077,4,82
1237.574907,4,83
1237.225809,4,84
1236.608106,4,85
1235.663771,4,86
1234.280362,4,87
1232.959002,4,88
1232.108154,4,89
1231.774672,4,90
1231.939902,4,91
1232.544916,4,92
1233.590261,4,93
1234.967158,4,94
1236.849678,4,95
1238.429007,4,96
1238.931364,4,97
1238.941546,4,98
1238.832377,4,99
1238.727564,4,100
1238.690188,4,101
1238.711494,4,102
1238.795606,4,103
1238.897,4,104
1239.01034,4,105
1239.143592,4,106
1239.295427,4,107
1239.432214,4,108
1239.453244,4,109
1239.388403,4,110
1239.084184,4,111
1238.734726,4,112
1238.39322,4,113
1238.064038,4,114
1237.745497,4,115
1237.439592,4,116
1237.168879,4,117
1236.964282,4,118
1236.896235,4,119
1236.904163,4,120
1236.974971,4,121
1237.101894,4,122
1237.312937,4,123
1237.514914,4,124
1237.622274,4,125
1237.615986,4,126
1237.455324,4,127
1237.206894,4,128
1236.926009,4,129
1236.690095,4,130
1236.561944,4,131
1236.510233,4,132
1236.466625,4,133
1236.343227,4,134
1236.048298,4,135
1235.638671,4,136
1235.1939,4,137
1234.802275,4,138
1234.550978,4,139
1234.45498,4,140
1234.530407,4,141
1234.785909,4,142
1235.245798,4,143
1235.789998,4,144
1236.277195,4,145
1236.568622,4,146
1236.486286,4,147
1236.193692,4,148
1235.796754,4,149
1235.339508,4,150
1234.739056,4,151
1234.164435,4,152
1233.696725,4,153
1233.351908,4,154
1233.145065,4,155
1233.066771,4,156
1233.09099,4,157
1233.094363,4,158
1232.970849,4,159
1232.733233,4,160
1232.423367,4,161
1232.07878,4,162
1231.722691,4,163
1231.363017,4,164
1231.047436,4,165
1230.886939,4,166
1231.079395,4,167
1231.511288,4,168
1232.097293,4,169
1232.71976,4,170
1233.135871,4,171
1233.500239,4,172
1233.938919,4,173
1234.445517,4,174
1235.233125,4,175
1236.081192,4,176
1236.960907,4,177
1237.719575,4,178
1238.328744,4,179
1238.685418,4,180
1238.786051,4,181
1238.624074,4,182
1238.199067,4,183
1237.652625,4,184
1237.076788,4,185
1236.517911,4,186
1235.976575,4,187
1235.44716,4,188
1234.902903,4,189
1234.209082,4,190
1233.345659,4,191
1232.444676,4,192
1231.725878,4,193
1231.340059,4,194
1231.386568,4,195
1231.651899,4,196
1245.91502,5,0
1245.473252,5,1
1245.009062,5,2
1244.650475,5,3
1244.441353,5,4
1244.537745,5,5
1244.893536,5,6
1245.326847,5,7
1245.658028,5,8
1245.605759,5,9
1245.51924,5,10
1245.762724,5,11
1246.140569,5,12
1246.424072,5,13
1246.581067,5,14
1246.605442,5,15
1246.445572,5,16
1246.121156,5,17
1245.776301,5,18
1245.577575,5,19
1245.548492,5,20
1245.739359,5,21
1246.061249,5,22
1246.514853,5,23
1246.829856,5,24
1246.834509,5,25
1246.558646,5,26
1246.261104,5,27
1245.806313,5,28
1245.295813,5,29
1244.711217,5,30
1244.228273,5,31
1243.74046,5,32
1243.309383,5,33
1242.996805,5,34
1242.859584,5,35
1242.814529,5,36
1242.74376,5,37
1242.629433,5,38
1242.336485,5,39
1242.058177,5,40
1241.893375,5,41
1241.836164,5,42
1241.877371,5,43
1242.025421,5,44
1242.273267,5,45
1242.54239,5,46
1242.681379,5,47
1242.805502,5,48
1242.973604,5,49
1243.163294,5,50
1243.351816,5,51
1243.437276,5,52
1243.302027,5,53
1242.995489,5,54
1242.567918,5,55
1242.05863,5,56
1241.513908,5,57
1240.942187,5,58
1240.346031,5,59
1239.782194,5,60
1239.312399,5,61
1238.957889,5,62
1238.768927,5,63
1238.687299,5,64
1238.666226,5,65
1238.596342,5,66
1238.374339,5,67
1238.048725,5,68
1237.680267,5,69
1237.323756,5,70
1237.008987,5,71
1236.79883,5,72
1236.729241,5,73
1236.791061,5,74
1236.96257,5,75
1237.183191,5,76
1237.378663,5,77
1237.509998,5,78
1237.521094,5,79
1237.485121,5,80
1237.448476,5,81
1237.399023,5,82
1237.28641,5,83
1237.00401,5,84
1236.43401,5,85
1235.511888,5,86
1234.246326,5,87
1233.021792,5,88
1232.207849,5,89
1231.888548,5,90
1232.045607,5,91
1232.665176,5,92
1233.711032,5,93
1235.102522,5,94
1236.698177,5,95
1238.014959,5,96
1238.507418,5,97
1238.548178,5,98
1238.472098,5,99
1238.406238,5,100
1238.416799,5,101
1238.490392,5,102
1238.603538,5,103
1238.717925,5,104
1238.819826,5,105
1238.925813,5,106
1239.047717,5,107
1239.167336,5,108
1239.237496,5,109
1239.241389,5,110
1239.125881,5,111
1238.939605,5,112
1238.681843,5,113
1238.391453,5,114
1238.087058,5,115
1237.771408,5,116
1237.51948,5,117
1237.306587,5,118
1237.344007,5,119
1237.384472,5,120
1237.403056,5,121
1237.415038,5,122
1237.536937,5,123
1237.651584,5,124
1237.700653,5,125
1237.659012,5,126
1237.509089,5,127
1237.290496,5,128
1237.05914,5,129
1236.866594,5,130
1236.767143,5,131
1236.705595,5,132
1236.638304,5,133
1236.468282,5,134
1236.223351,5,135
1235.859271,5,136
1235.453571,5,137
1235.088997,5,138
1234.850801,5,139
1234.75901,5,140
1234.812132,5,141
1235.056881,5,142
1235.533525,5,143
1236.128961,5,144
1236.663636,5,145
1237.045352,5,146
1236.986755,5,147
1236.739867,5,148
1236.406731,5,149
1235.98127,5,150
1235.374115,5,151
1234.752905,5,152
1234.226782,5,153
1233.814787,5,154
1233.533634,5,155
1233.361631,5,156
1233.255892,5,157
1233.110284,5,158
1232.842529,5,159
1232.467617,5,160
1232.033322,5,161
1231.586234,5,162
1231.164819,5,163
1230.766566,5,164
1230.437507,5,165
1230.23357,5,166
1230.358247,5,167
1230.687573,5,168
1231.206747,5,169
1231.816823,5,170
1232.42752,5,171
1233.075224,5,172
1233.808538,5,173
1234.618876,5,174
1235.528271,5,175
1236.483551,5,176
1237.445929,5,177
1238.28805,5,178
1238.913664,5,179
1239.243308,5,180
1239.244719,5,181
1238.930664,5,182
1238.343343,5,183
1237.626574,5,184
1236.910739,5,185
1236.241456,5,186
1235.627864,5,187
1235.063934,5,188
1234.528662,5,189
1233.937753,5,190
1233.291876,5,191
1232.642307,5,192
1232.113616,5,193
1231.802469,5,194
1231.753239,5,195
1231.8404,5,196
1245.793584,6,0
1245.349453,6,1
1244.85917,6,2
1244.286652,6,3
1243.865883,6,4
1243.825401,6,5
1244.143145,6,6
1244.779656,6,7
1245.284327,6,8
1245.233127,6,9
1245.120034,6,10
1245.458968,6,11
1246.024343,6,12
1246.504652,6,13
1246.847106,6,14
1246.911939,6,15
1246.735388,6,16
1246.331448,6,17
1245.902654,6,18
1245.662786,6,19
1245.612521,6,20
1245.816767,6,21
1246.167007,6,22
1246.599613,6,23
1246.931417,6,24
1246.903127,6,25
1246.63094,6,26
1246.266121,6,27
1245.801642,6,28
1245.319281,6,29
1244.82655,6,30
1244.289371,6,31
1243.767392,6,32
1243.310862,6,33
1242.978779,6,34
1242.836427,6,35
1242.76506,6,36
1242.660555,6,37
1242.47239,6,38
1242.145795,6,39
1241.821189,6,40
1241.625066,6,41
1241.552137,6,42
1241.607973,6,43
1241.793022,6,44
1242.12091,6,45
1242.481562,6,46
1242.770087,6,47
1243.020994,6,48
1243.262464,6,49
1243.467112,6,50
1243.576683,6,51
1243.537809,6,52
1243.274701,6,53
1242.850054,6,54
1242.342967,6,55
1241.788852,6,56
1241.255568,6,57
1240.708769,6,58
1240.122701,6,59
1239.546342,6,60
1239.067237,6,61
1238.653281,6,62
1238.434467,6,63
1238.316151,6,64
1238.318465,6,65
1238.286715,6,66
1238.049721,6,67
1237.699145,6,68
1237.318557,6,69
1236.955319,6,70
1236.654468,6,71
1236.459532,6,72
1236.422862,6,73
1236.496757,6,74
1236.649077,6,75
1236.827796,6,76
1236.977363,6,77
1237.066011,6,78
1237.070273,6,79
1237.041433,6,80
1237.034707,6,81
1237.037804,6,82
1237.021565,6,83
1236.83684,6,84
1236.335888,6,85
1235.450717,6,86
1234.204718,6,87
1232.985983,6,88
1232.208879,6,89
1231.919176,6,90
1232.067645,6,91
1232.680423,6,92
1233.6802,6,93
1235.011321,6,94
1236.333347,6,95
1237.479768,6,96
1237.884044,6,97
1237.959173,6,98
1237.976362,6,99
1238.003295,6,100
1238.1246,6,101
1238.291974,6,102
1238.455147,6,103
1238.577775,6,104
1238.643935,6,105
1238.694017,6,106
1238.764478,6,107
1238.85367,6,108
1238.956204,6,109
1239.034893,6,110
1239.09993,6,111
1239.085619,6,112
1238.964454,6,113
1238.774687,6,114
1238.553245,6,115
1238.327393,6,116
1238.150215,6,117
1238.035833,6,118
1238.062166,6,119
1238.067132,6,120
1237.967841,6,121
1237.840117,6,122
1237.791571,6,123
1237.770085,6,124
1237.72232,6,125
1237.63306,6,126
1237.480921,6,127
1237.294485,6,128
1237.098359,6,129
1236.95354,6,130
1236.904359,6,131
1236.894922,6,132
1236.845235,6,133
1236.714475,6,134
1236.464738,6,135
1236.120107,6,136
1235.721749,6,137
1235.364858,6,138
1235.138394,6,139
1235.036522,6,140
1235.051049,6,141
1235.228621,6,142
1235.643969,6,143
1236.174022,6,144
1236.677338,6,145
1237.031249,6,146
1237.056726,6,147
1236.889535,6,148
1236.613251,6,149
1236.222649,6,150
1235.67725,6,151
1235.087632,6,152
1234.548917,6,153
1234.110443,6,154
1233.802196,6,155
1233.58912,6,156
1233.411262,6,157
1233.162986,6,158
1232.770374,6,159
1232.263356,6,160
1231.720255,6,161
1231.203378,6,162
1230.769562,6,163
1230.40268,6,164
1230.089749,6,165
1229.888805,6,166
1229.870348,6,167
1230.047075,6,168
1230.448825,6,169
1231.028373,6,170
1231.811737,6,171
1232.727347,6,172
1233.743825,6,173
1234.822783,6,174
1235.831762,6,175
1236.859854,6,176
1237.896206,6,177
1238.805606,6,178
1239.429478,6,179
1239.713179,6,180
1239.596101,6,181
1239.123609,6,182
1238.35427,6,183
1237.462069,6,184
1236.630764,6,185
1235.885272,6,186
1235.241326,6,187
1234.688329,6,188
1234.225367,6,189
1233.757633,6,190
1233.291692,6,191
1232.822304,6,192
1232.430438,6,193
1232.158766,6,194
1232.043748,6,195
1232.006922,6,196
1245.709413,7,0
1245.279883,7,1
1244.80088,7,2
1243.997824,7,3
1243.351606,7,4
1243.200972,7,5
1243.441365,7,6
1244.311863,7,7
1245.042038,7,8
1244.8505,7,9
1244.559951,7,10
1244.973439,7,11
1245.698557,7,12
1246.332998,7,13
1246.908583,7,14
1247.039813,7,15
1246.918831,7,16
1246.484268,7,17
